0.4214,6.1328,1
0.6718,5.6262,1
1.3905,5.6237,1
1.1629,5.6496,1
0.5072,7.2807,1
1.3186,5.7494,1
0.8738,6.0483,1
1.4291,5.7681,1
1.2198,7.7016,1
1.0496,5.7017,1
0.8691,7.0219,1
0.5926,7.8711,1
1.0592,6.5623,1
1.6004,7.4396,1
1.6612,5.9277,1
1.6946,7.0172,1
0.6104,6.1345,1
0.4831,6.5579,1
1.3787,6.5119,1
1.1382,7.9655,1
1.6096,6.2165,1
1.1931,5.7962,1
1.4691,6.5197,1
1.2166,6.6299,1
1.4084,6.1941,1
0.7058,5.7889,1
0.891,7.0495,1
1.2049,6.3677,1
0.4303,6.0378,1
1.1275,7.8522,1
0.6002,7.4634,1
1.0879,7.426,1
0.985,5.6135,1
0.7552,7.1821,1
0.6817,6.4857,1
0.6345,7.4412,1
0.4867,7.2994,1
1.445,6.7221,1
0.8854,5.6038,1
1.4425,7.8469,1
1.3038,6.6856,1
0.9375,7.4928,1
0.5683,7.6804,1
1.2077,5.7607,1
0.618,5.819,1
0.5212,7.1998,1
1.4093,6.0297,1
1.6637,5.9678,1
0.6131,6.2942,1
1.5072,6.4935,1
1.542,6.6461,1
1.0334,7.2845,1
0.6364,7.0043,1
0.8158,7.7872,1
1.2173,5.8225,1
1.4419,5.6946,1
1.5275,6.86,1
1.5601,5.6084,1
1.4115,7.6894,1
0.9073,5.9171,1
1.3646,6.0105,1
0.4537,6.0288,1
0.4865,6.8249,1
1.4679,6.0001,1
1.0922,5.7895,1
0.9023,5.6239,1
1.3369,7.4812,1
0.9919,5.758,1
0.8497,7.9179,1
1.669,7.5952,1
0.9688,7.9037,1
1.6507,6.4306,1
0.4209,6.3886,1
0.9329,7.7611,1
0.8893,7.2632,1
0.8876,6.7809,1
1.1253,6.9481,1
1.3638,7.259,1
0.7456,6.6005,1
1.2517,7.4951,1
1.1235,7.6783,1
1.3965,7.2319,1
0.5881,5.8403,1
0.5986,7.8254,1
1.1813,5.5301,1
0.5966,5.5638,1
0.4309,5.7192,1
1.2845,7.9857,1
1.0258,6.6696,1
0.8712,6.6593,1
1.4148,5.7474,1
0.4392,7.2329,1
0.9384,6.73,1
1.0391,7.882,1
1.2888,7.9493,1
0.6502,7.8461,1
1.615,7.4261,1
1.5982,7.4131,1
0.4323,7.0604,1
0.5945,6.7738,1
0.9418,5.5295,1
1.5352,7.519,1
0.5608,6.1154,1
1.1784,6.2644,1
1.5655,7.7838,1
1.2546,6.2541,1
1.0289,6.1463,1
1.4227,7.418,1
1.37,5.7072,1
0.8884,7.2175,1
1.1379,7.3395,1
0.907,6.9467,1
1.4154,7.816,1
1.1181,7.8906,1
1.2555,6.2334,1
1.1128,7.1926,1
1.0861,7.6752,1
1.661,7.6826,1
0.7892,6.2362,1
0.7229,7.6297,1
0.7203,5.5908,1
1.6427,7.6598,1
1.3782,6.353,1
1.5251,7.2083,1
0.4436,7.26,1
0.4794,7.6117,1
1.4285,6.9257,1
1.5872,6.2259,1
1.4169,7.3327,1
0.4477,5.6795,1
1.4261,7.6336,1
1.6814,7.0059,1
1.4944,6.5704,1
1.3561,7.5135,1
0.7998,6.9126,1
0.969,7.3403,1
1.1596,5.8769,1
1.2956,6.8621,1
0.7477,7.2414,1
1.0093,6.4201,1
0.7715,5.9987,1
0.6213,6.36,1
1.3249,7.4638,1
1.4797,6.1267,1
0.6823,7.5119,1
0.4167,7.3003,1
0.6827,6.2095,1
0.6868,5.6926,1
0.5184,6.7163,1
1.5977,6.0078,1
0.9266,6.8115,1
0.9099,7.0259,1
0.8004,6.7367,1
1.6836,5.5907,1
1.6345,6.224,1
0.9309,7.5394,1
1.6832,7.1387,1
0.9869,5.5344,1
0.6369,6.7949,1
0.416,6.7761,1
1.3859,7.1195,1
0.9942,6.7428,1
1.6992,5.6655,1
1.4085,7.0777,1
0.8054,7.5881,1
0.9998,6.7569,1
1.541,7.4208,1
0.9685,5.5827,1
0.9355,6.5521,1
0.6615,6.6872,1
0.7771,5.5322,1
1.3739,7.3847,1
1.3031,7.9131,1
1.6092,6.6162,1
1.4662,6.094,1
1.0886,6.522,1
0.6527,5.7981,1
1.1003,7.3882,1
0.6402,7.679,1
0.401,7.9491,1
1.5739,6.0459,1
1.0589,5.5725,1
0.733,5.5689,1
0.8071,5.771,1
0.6456,6.6873,1
0.4285,7.8337,1
1.2398,6.2211,1
1.1609,7.5873,1
0.4749,6.1936,1
0.4481,6.4236,1
1.2107,6.7764,1
0.536,5.9395,1
0.9154,5.9303,1
0.6708,7.1275,1
0.6425,5.5961,1
0.833,7.7154,1
0.7677,6.3909,1
0.5557,5.9706,1
0.8918,7.5726,1
1.4125,5.8996,1
1.5613,6.8372,1
0.4791,6.2283,1
1.6442,7.2818,1
1.5636,7.8308,1
0.7743,7.8383,1
1.1169,7.3731,1
1.5437,6.5206,1
0.4657,6.3565,1
0.7703,5.67,1
1.0037,7.6765,1
1.0147,6.071,1
0.9786,7.8354,1
0.8218,6.5953,1
1.0938,6.4033,1
1.1643,6.015,1
1.0707,5.6697,1
1.3148,7.1779,1
0.5453,7.8125,1
1.1725,6.7743,1
0.8002,6.5082,1
0.9331,6.8475,1
0.5906,6.0764,1
1.3053,6.6633,1
1.0754,7.6316,1
0.5205,7.6575,1
0.8185,6.1624,1
0.7361,7.8271,1
1.4934,7.4865,1
1.2118,5.8632,1
1.6599,6.1579,1
0.9299,5.8648,1
1.0444,7.3879,1
1.2356,7.5075,1
0.7428,6.3433,1
0.6687,6.2917,1
0.6951,6.2237,1
0.7199,6.4877,1
0.828,5.5713,1
0.5611,5.6169,1
0.6801,6.4364,1
1.6784,7.9085,1
1.5343,7.2328,1
0.5188,5.5077,1
1.6436,6.7286,1
1.3962,7.8376,1
1.3016,5.6968,1
0.5257,5.6102,1
0.6508,6.3356,1
1.507,6.9112,1
1.1274,5.5577,1
0.8449,7.8914,1
0.4759,6.4159,1
1.3708,6.0471,1
0.7756,6.7759,1
1.2037,5.566,1
1.5369,5.8115,1
0.8367,7.2432,1
1.6932,7.589,1
0.9328,5.8895,1
0.8775,6.4568,1
0.6428,7.6292,1
0.5788,7.6863,1
1.6426,7.2088,1
1.292,5.8358,1
1.241,7.6856,1
1.4377,7.1529,1
1.6422,6.3307,1
1.0027,6.8752,1
1.4547,6.6897,1
1.2391,5.6153,1
1.4626,5.686,1
0.4591,5.5442,1
0.6759,6.9148,1
1.3398,6.1691,1
0.4037,7.2291,1
0.9704,5.9842,1
0.8496,6.9174,1
0.571,6.3916,1
1.4484,5.5178,1
0.9387,7.3899,1
0.894,6.6882,1
0.4293,6.2774,1
1.4137,7.9422,1
0.9521,6.466,1
0.5968,6.2745,1
0.6999,5.6482,1
1.0032,5.5292,1
1.6955,7.0676,1
1.382,7.044,1
0.9756,6.924,1
1.2439,7.5384,1
1.1927,5.9396,1
0.9944,6.4388,1
1.6684,6.2714,1
0.6367,7.8879,1
0.881,7.3433,1
0.7859,6.7686,1
1.119,6.5142,1
1.616,5.5036,1
0.6924,7.8396,1
0.9787,5.5795,1
0.6446,5.8552,1
1.3698,6.7911,1
1.4604,6.529,1
0.7473,6.516,1
1.1217,5.5738,1
1.0057,6.3248,1
1.3359,7.7417,1
1.3807,7.0384,1
1.1358,6.3633,1
0.7127,5.795,1
0.8611,7.144,1
1.1164,5.923,1
1.3817,5.9093,1
1.6846,7.817,1
1.6998,7.6033,1
0.6356,6.243,1
